filename,filesize_kb,gbl_fileSize_s,sequoia,public_link
Arizona_Median1st32DegFTempAutumn_1961to1990.zip,50.7,0.05 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Median1st32DegFTempAutumn_1961to1990.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NOAA/Temperature/1990/Arizona_Median1st32DegFTempAutumn_1961to1990.zip
Arizona_MedianDateFirstSnowfall_1961to1990.zip,68.47,0.07 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_MedianDateFirstSnowfall_1961to1990.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NOAA/Snowfall/1990/Arizona_MedianDateFirstSnowfall_1961to1990.zip
Arizona_MedianDateLastSnowfall_1961to1990.zip,60.09,0.06 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_MedianDateLastSnowfall_1961to1990.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NOAA/Snowfall/1990/Arizona_MedianDateLastSnowfall_1961to1990.zip
Arizona_MedianLast32DegFTempSpring_1961to1990.zip,58.65,0.06 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_MedianLast32DegFTempSpring_1961to1990.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NOAA/Temperature/1990/Arizona_MedianLast32DegFTempSpring_1961to1990.zip
Arizona_Mines_1993.zip,969.82,0.95 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Mines_1993.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Mines/1993/Arizona_Mines_1993.zip
Arizona_MotorVehicleTheft_1990to2001.zip,101.71,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_MotorVehicleTheft_1990to2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDPS/MotorVehicleTheft/2001/Arizona_MotorVehicleTheft_1990to2001.zip
Arizona_MurderRates_1990to2001.zip,101.42,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_MurderRates_1990to2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDPS/MurderRates/2001/Arizona_MurderRates_1990to2001.zip
Arizona_NativeAmCommunities_1994.zip,294.04,0.29 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_NativeAmCommunities_1994.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/NativeAmericanCommunities/1994/Arizona_NativeAmCommunities_1994.zip
Arizona_PropertyCrime_1990to1999.zip,101.58,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_PropertyCrime_1990to1999.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDPS/PropertyCrime/1999/Arizona_PropertyCrime_1990to1999.zip
Arizona_QuadranglesGrid_2002.zip,174.93,0.17 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_QuadranglesGrid_2002.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/QuadranglesGrid/2002/Arizona_QuadranglesGrid_2002.zip
Arizona_Railroads_1992.zip,356.9,0.35 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Railroads_1992.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Railroads/1992/Arizona_Railroads_1992.zip
Arizona_RapeIncidenceRates_1990to2001.zip,101.61,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_RapeIncidenceRates_1990to2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDPS/RapeIncidenceRates/2001/Arizona_RapeIncidenceRates_1990to2001.zip
Arizona_Riparian_1993.zip,4263.89,4.16 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Riparian_1993.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Riparian/1993/Arizona_Riparian_1993.zip
Arizona_Rivers_1993.zip,10329.52,10.09 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Rivers_1993.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Watercourse/1993/Arizona_Rivers_1993.zip
Arizona_Springs_2000.zip,255.71,0.25 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Springs_2000.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Springs/2000/Arizona_Springs_2000.zip
Arizona_SSURGOSoil_2014.zip,459983.47,449.20 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_SSURGOSoil_2014.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NRCS/Soils/2014/Arizona_SSURGOSoil_2014.zip
Arizona_STATSGOv2-3-2_2006.zip,3047.92,2.98 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_STATSGOv2-3-2_2006.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/NRCS/Soils/2006/Arizona_STATSGOv2-3-2_2006.zip
Arizona_Streams_1993.zip,42449.25,41.45 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Streams_1993.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/Watercourse/1993/Arizona_Streams_1993.zip
Arizona_SyphillusRates_2000.zip,101.04,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_SyphillusRates_2000.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDHS/SyphillusRates/2000/Arizona_SyphillusRates_2000.zip
Arizona_TownshipRangeSectionGrid_1988.zip,15856.62,15.48 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_TownshipRangeSectionGrid_1988.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/TownshipRangeSectionGrid/Arizona/1998/Arizona_TownshipRangeSectionGrid_1988.zip
Arizona_TuburculosisRates_2000.zip,101.09,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_TuburculosisRates_2000.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDHS/TuburculosisRates/2000/Arizona_TuburculosisRates_2000.zip
Arizona_USFSRoads_2000.zip,41930.66,40.95 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_USFSRoads_2000.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/USFS/Roads/Arizona/2000/Arizona_USFSRoads_2000.zip
Arizona_ValleyFeverRates_2000.zip,101.1,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_ValleyFeverRates_2000.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDHS/ValleyFeverRates/2000/Arizona_ValleyFeverRates_2000.zip
Arizona_ViolentCrimes_1990to1999.zip,101.66,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_ViolentCrimes_1990to1999.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZDPS/ViolentCrimes/Arizona/1999/Arizona_ViolentCrimes_1990to1999.zip
Arizona_VoterPrecincts_2018.zip,12479.44,12.19 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_VoterPrecincts_2018.zip,https://uair.library.arizona.edu/system/files/atlas/download/Cen_AZ_Proj.zip
Arizona_Wards_1920.zip,6.26,0.01 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Wards_1920.zip,https://uair.library.arizona.edu/system/files/atlas/download/CityWards_1920.zip
Arizona_Wards_1930.zip,9.75,0.01 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Wards_1930.zip,https://uair.library.arizona.edu/system/files/atlas/download/CityWards_1930.zip
Arizona_Wards_1940.zip,10.04,0.01 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Wards_1940.zip,https://uair.library.arizona.edu/system/files/atlas/download/CityWards_1940.zip
Arizona_Wards_1950.zip,9.67,0.01 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_Wards_1950.zip,https://uair.library.arizona.edu/system/files/atlas/download/CityWards_1950.zip
Arizona_WildernessAreas_1990.zip,882.65,0.86 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/Arizona_WildernessAreas_1990.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/AZSLD/WildernessAreas/1990/Arizona_WildernessAreas_1990.zip
AZ-CA-NV_RCRISsites_1998.zip,4074.27,3.98 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/AZ-CA-NV_RCRISsites_1998.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/USEPA/RCRIS/Sites/1998/AZ-CA-NV_RCRISsites_1998.zip
CabezaPrietaNWR_FieldWorkRoutes_2004.zip,252.7,0.25 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/CabezaPrietaNWR_FieldWorkRoutes_2004.zip,https://repository.arizona.edu/bitstream/handle/10150/146035/routes.shp.shp.zip?sequence=3&isAllowed=y
CabezaPrietaNWR_Vegetation_2004.zip,7690.52,7.51 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/CabezaPrietaNWR_Vegetation_2004.zip,https://repository.arizona.edu/bitstream/handle/10150/146035/cabezablm.zip?sequence=4&isAllowed=y
China_BuddhistTempleLocations_2006.zip,1433.78,1.40 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/China_BuddhistTempleLocations_2006.zip,https://ual-geodata-files.s3.us-west-2.amazonaws.com/BGIS/China_BuddhistTempleLocations_2006.zip
China_TangBuddhistTempleLocations_618to907.zip,100.15,0.10 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/China_TangBuddhistTempleLocations_618to907.zip,https://ual-geodata-files.s3.us-west-2.amazonaws.com/BGIS/China_TangBuddhistTempleLocations_618to907.zip
McCartysLavaFlowField_15cmDTM_2015.zip,1377587.51,1345.30 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/McCartysLavaFlowField_15cmDTM_2015.zip,https://ual-geodata-files.s3.us-west-2.amazonaws.com/University_of_Arizona/McCartysLavaFlowField_15cmDTM_2015.zip
McCartysLavaFlowField_15cmOrtho_2015.zip,2736270.41,2672.14 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/McCartysLavaFlowField_15cmOrtho_2015.zip,https://ual-geodata-files.s3.us-west-2.amazonaws.com/University_of_Arizona/McCartysLavaFlowField_15cmOrtho_2015.zip
UniversityofArizona_2ftOrthophotos_2001.tif,127835.83,124.84 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/UniversityofArizona_2ftOrthophotos_2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/University_of_Arizona/Orthophoto/2ftOrthophoto/2001/UniversityofArizona_2ftOrthophotos_2001.tif
UniversityofArizona_5ftOrthophotos_2001.tif,19729.99,19.27 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/UniversityofArizona_5ftOrthophotos_2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/University_of_Arizona/Orthophoto/5ftOrthophotos/2001/UniversityofArizona_5ftOrthophotos_2001.tif
UniversityofArizona_6inchOrthophotos_1996.tif,1523566.16,1487.86 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/UniversityofArizona_6inchOrthophotos_1996.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/University_of_Arizona/Orthophoto/6inchOrthophoto/1996/UniversityofArizona_6inchOrthophotos_1996.tif
UniversityofArizona_6inchOrthophotos_2001.tif,1744550.27,1703.66 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/UniversityofArizona_6inchOrthophotos_2001.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/University_of_Arizona/Orthophoto/6inchOrthophoto/2001/UniversityofArizona_6inchOrthophotos_2001.tif
USA_MajorDams_2013.zip,3438.59,3.36 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/USA_MajorDams_2013.zip,https://data.cyverse.org/dav-anon/iplant/commons/community_released//ual/public/USACE/NationalInventoryofDams/USA/MajorDams/2013/USA_MajorDams_2013.zip
USA_WildlandFirePerimeters_1937to2017.zip,41326.29,40.36 MB,http://sequoia.library.arizona.edu/geospatial/public/single_layer_datasets/USA_WildlandFirePerimeters_1937to2017.zip,https://ual-geodata-files.s3.us-west-2.amazonaws.com/USNPS/USA_WildlandFirePerimeters_1937to2017.zip
